,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
5681,2012-01-11 21:00:00,1,0,1,3,13.94,15.91,87,15.0013,0,29,29
798,2011-02-16 17:00:00,1,0,1,1,18.86,22.725,28,19.0012,11,244,255
734,2011-02-13 23:00:00,1,0,0,1,16.4,20.455,35,23.9994,3,27,30
7976,2012-06-12 17:00:00,2,0,1,2,27.06,29.545,89,19.0012,56,625,681
2244,2011-06-01 10:00:00,2,0,1,2,31.16,37.12,75,16.9979,31,84,115
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69
6975,2012-04-08 23:00:00,2,0,0,1,20.5,24.24,39,16.9979,10,41,51
8281,2012-07-06 10:00:00,3,0,1,1,35.26,37.12,30,0.0,80,130,210
1174,2011-03-13 15:00:00,1,0,0,1,19.68,23.485,39,22.0028,149,155,304
6993,2012-04-09 17:00:00,2,0,1,1,22.14,25.76,32,27.9993,67,565,632
1831,2011-05-03 05:00:00,2,0,1,1,21.32,25.0,88,8.9981,0,14,14
8823,2012-08-10 00:00:00,3,0,1,1,28.7,32.575,65,6.0032,17,68,85
5137,2011-12-08 03:00:00,4,0,1,1,10.66,11.365,60,19.9995,0,1,1
8765,2012-08-07 14:00:00,3,0,1,2,33.62,37.88,46,0.0,76,185,261
1781,2011-05-01 03:00:00,2,0,0,1,16.4,20.455,82,7.0015,8,15,23
3201,2011-08-03 07:00:00,3,0,1,2,30.34,33.335,51,15.0013,19,252,271
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75
6811,2012-04-02 02:00:00,2,0,1,3,18.04,21.97,94,8.9981,2,3,5
4087,2011-10-02 08:00:00,4,0,0,2,13.94,16.665,76,12.998,14,50,64
548,2011-02-06 00:00:00,1,0,0,1,10.66,12.88,70,12.998,2,37,39
3339,2011-08-09 01:00:00,3,0,1,1,29.52,34.09,66,0.0,5,9,14
8891,2012-08-12 20:00:00,3,0,0,1,29.52,32.575,45,0.0,96,204,300
8730,2012-08-06 03:00:00,3,0,1,3,29.52,34.85,79,6.0032,0,5,5
7081,2012-04-13 10:00:00,2,0,1,1,18.04,21.97,38,12.998,59,133,192
2532,2011-06-13 10:00:00,2,0,1,1,26.24,31.06,41,22.0028,38,80,118
2314,2011-06-04 08:00:00,2,0,0,1,24.6,31.06,46,6.0032,29,96,125
7949,2012-06-11 14:00:00,2,0,1,2,33.62,36.365,34,19.0012,66,193,259
9003,2012-08-17 12:00:00,3,0,1,1,33.62,12.12,41,15.0013,110,255,365
10315,2012-11-15 05:00:00,4,0,1,2,12.3,14.395,61,15.0013,3,34,37
66,2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52
4712,2011-11-09 10:00:00,4,0,1,1,16.4,20.455,76,7.0015,16,89,105
3260,2011-08-05 18:00:00,3,0,1,1,31.16,34.85,52,16.9979,105,361,466
2572,2011-06-15 02:00:00,2,0,1,1,21.32,25.0,63,15.0013,0,9,9
9113,2012-09-03 02:00:00,3,1,0,1,27.06,29.545,89,7.0015,10,30,40
7551,2012-05-14 00:00:00,2,0,1,2,24.6,31.06,56,16.9979,21,14,35
622,2011-02-09 02:00:00,1,0,1,1,3.28,3.79,38,19.0012,1,2,3
1681,2011-04-15 23:00:00,2,1,0,2,14.76,17.425,81,12.998,8,56,64
787,2011-02-16 06:00:00,1,0,1,1,8.2,9.85,55,15.0013,1,32,33
3332,2011-08-08 18:00:00,3,0,1,1,34.44,37.88,41,8.9981,64,465,529
5938,2012-02-03 15:00:00,1,0,1,1,15.58,19.695,40,0.0,48,168,216
7101,2012-04-14 06:00:00,2,0,0,1,13.94,16.665,76,11.0014,2,19,21
3280,2011-08-06 14:00:00,3,0,0,1,33.62,38.635,52,16.9979,176,204,380
10774,2012-12-15 08:00:00,4,0,0,2,10.66,14.395,75,6.0032,8,111,119
7276,2012-05-02 13:00:00,2,0,1,2,23.78,27.275,78,12.998,49,179,228
4867,2011-11-15 21:00:00,4,0,1,2,20.5,24.24,77,6.0032,23,145,168
9428,2012-09-16 05:00:00,3,0,0,1,20.5,24.24,72,0.0,3,10,13
7461,2012-05-10 06:00:00,2,0,1,1,18.04,21.97,72,15.0013,9,130,139
478,2011-02-03 00:00:00,1,0,1,1,8.2,8.335,40,30.0026,1,11,12
7429,2012-05-08 22:00:00,2,0,1,3,24.6,28.79,78,16.9979,13,134,147
6819,2012-04-02 11:00:00,2,0,1,1,17.22,21.21,47,30.0026,81,128,209
2647,2011-06-18 05:00:00,2,0,0,1,25.42,28.79,83,0.0,1,6,7
5027,2011-12-03 13:00:00,4,0,0,1,14.76,18.18,50,6.0032,70,222,292
6787,2012-04-01 02:00:00,2,0,0,2,14.76,17.425,76,11.0014,20,61,81
1033,2011-03-07 14:00:00,1,0,1,1,13.12,14.395,36,27.9993,21,56,77
6992,2012-04-09 16:00:00,2,0,1,1,22.96,26.515,30,27.9993,81,310,391
2598,2011-06-16 04:00:00,2,0,1,2,22.96,26.515,68,7.0015,0,6,6
4948,2011-11-19 06:00:00,4,0,0,1,9.84,10.605,60,22.0028,2,10,12
6693,2012-03-16 04:00:00,1,0,1,2,16.4,20.455,87,16.9979,0,3,3
9751,2012-10-10 16:00:00,4,0,1,1,24.6,31.06,40,15.0013,92,474,566
344,2011-01-15 20:00:00,1,0,0,2,13.12,15.15,39,16.9979,6,35,41
6928,2012-04-07 00:00:00,2,0,0,1,17.22,21.21,26,19.9995,9,85,94
1871,2011-05-04 21:00:00,2,0,1,1,16.4,20.455,62,11.0014,17,133,150
6572,2012-03-11 03:00:00,1,0,0,1,9.84,12.12,60,8.9981,15,51,66
8512,2012-07-16 01:00:00,3,0,1,2,28.7,33.335,74,12.998,1,10,11
3986,2011-09-17 03:00:00,3,0,0,1,18.86,22.725,72,8.9981,7,21,28
10460,2012-12-02 06:00:00,4,0,0,2,9.84,12.12,93,8.9981,1,15,16
2888,2011-07-09 06:00:00,3,0,0,2,26.24,28.79,83,12.998,11,27,38
4623,2011-11-05 17:00:00,4,0,0,1,15.58,19.695,40,11.0014,100,234,334
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30
10013,2012-11-02 14:00:00,4,0,1,2,16.4,20.455,40,32.9975,63,199,262
10587,2012-12-07 13:00:00,4,0,1,2,14.76,17.425,66,8.9981,23,197,220
9080,2012-09-01 17:00:00,3,0,0,2,33.62,38.635,52,0.0,205,258,463
5883,2012-02-01 08:00:00,1,0,1,3,14.76,18.18,73,7.0015,15,505,520
8463,2012-07-14 00:00:00,3,0,0,2,29.52,33.335,48,6.0032,35,156,191
8590,2012-07-19 07:00:00,3,0,1,1,30.34,34.09,58,19.0012,23,450,473
4016,2011-09-18 09:00:00,3,0,0,1,19.68,23.485,67,16.9979,46,94,140
9101,2012-09-02 14:00:00,3,0,0,3,29.52,34.85,79,6.0032,249,208,457
4248,2011-10-09 01:00:00,4,0,0,1,18.86,22.725,88,0.0,15,63,78
9976,2012-11-01 01:00:00,4,0,1,1,12.3,15.91,75,7.0015,8,22,30
9595,2012-10-04 04:00:00,4,0,1,2,26.24,28.79,89,0.0,0,10,10
9141,2012-09-04 06:00:00,3,0,1,2,27.88,31.82,89,7.0015,7,165,172
5170,2011-12-09 12:00:00,4,0,1,1,14.76,16.665,57,19.9995,27,146,173
7700,2012-06-01 05:00:00,2,0,1,2,25.42,29.545,78,6.0032,4,41,45
4241,2011-10-08 18:00:00,4,0,0,1,24.6,31.06,46,7.0015,135,224,359
10407,2012-11-19 01:00:00,4,0,1,2,14.76,17.425,66,15.0013,0,19,19
9909,2012-10-17 06:00:00,4,0,1,1,15.58,19.695,82,0.0,7,171,178
5849,2012-01-18 22:00:00,1,0,1,1,7.38,8.335,47,16.9979,4,74,78
2881,2011-07-08 23:00:00,3,0,1,2,27.06,30.305,78,6.0032,40,111,151
1677,2011-04-15 19:00:00,2,1,0,1,17.22,21.21,77,26.0027,41,168,209
10733,2012-12-13 15:00:00,4,0,1,1,14.76,17.425,34,8.9981,40,240,280
901,2011-03-02 00:00:00,1,0,1,1,9.02,11.365,69,11.0014,3,5,8
8347,2012-07-09 04:00:00,3,0,1,3,27.06,29.545,89,26.0027,1,1,2
2296,2011-06-03 14:00:00,2,0,1,1,28.7,31.82,28,19.0012,66,174,240
7451,2012-05-09 20:00:00,2,0,1,3,20.5,24.24,82,15.0013,3,48,51
5012,2011-12-02 22:00:00,4,0,1,1,13.12,15.91,53,12.998,7,95,102
296,2011-01-13 19:00:00,1,0,1,1,6.56,7.575,47,16.9979,1,98,99
9574,2012-10-03 07:00:00,4,0,1,2,24.6,25.76,94,12.998,11,504,515
4153,2011-10-05 02:00:00,4,0,1,1,18.86,22.725,82,11.0014,1,2,3
5239,2011-12-12 09:00:00,4,0,1,2,7.38,10.605,74,6.0032,12,208,220
27,2011-01-02 03:00:00,1,0,0,2,18.86,22.725,94,12.998,2,4,6
5266,2011-12-13 12:00:00,4,0,1,1,14.76,16.665,43,23.9994,20,147,167
9605,2012-10-04 14:00:00,4,0,1,1,28.7,32.575,61,16.9979,56,211,267
8056,2012-06-16 01:00:00,2,0,0,1,22.96,26.515,56,0.0,16,79,95
8491,2012-07-15 04:00:00,3,0,0,2,27.88,31.82,89,7.0015,8,11,19
3248,2011-08-05 06:00:00,3,0,1,1,26.24,29.545,78,8.9981,7,94,101
8831,2012-08-10 08:00:00,3,0,1,3,25.42,27.275,91,11.0014,7,112,119
10073,2012-11-05 02:00:00,4,0,1,2,12.3,15.15,56,11.0014,2,4,6
2580,2011-06-15 10:00:00,2,0,1,1,26.24,31.06,47,11.0014,27,108,135
5262,2011-12-13 08:00:00,4,0,1,1,8.2,11.365,69,7.0015,9,391,400
8514,2012-07-16 03:00:00,3,0,1,1,27.88,31.82,79,6.0032,2,4,6
10275,2012-11-13 13:00:00,4,0,1,1,13.94,15.91,53,16.9979,30,188,218
1370,2011-04-02 23:00:00,2,0,0,1,13.12,15.91,61,11.0014,20,33,53
10729,2012-12-13 11:00:00,4,0,1,1,13.94,15.91,42,16.9979,25,164,189
8273,2012-07-06 02:00:00,3,0,1,1,31.16,35.605,62,8.9981,4,13,17
6188,2012-02-14 02:00:00,1,0,1,2,11.48,15.91,41,0.0,0,3,3
5639,2012-01-10 02:00:00,1,0,1,2,9.02,11.365,87,11.0014,2,2,4
681,2011-02-11 17:00:00,1,0,1,1,12.3,16.665,24,0.0,18,193,211
10140,2012-11-07 21:00:00,4,0,1,2,13.12,15.15,49,19.9995,5,121,126
4775,2011-11-12 01:00:00,4,0,0,1,9.84,12.12,60,8.9981,9,45,54
3159,2011-08-01 13:00:00,3,0,1,1,36.9,40.15,31,19.9995,38,112,150
2987,2011-07-13 09:00:00,3,0,1,1,33.62,37.12,41,12.998,23,163,186
1882,2011-05-05 08:00:00,2,0,1,1,17.22,21.21,50,16.9979,25,415,440
6979,2012-04-09 03:00:00,2,0,1,1,18.04,21.97,30,11.0014,0,3,3
1940,2011-05-07 18:00:00,2,0,0,1,23.78,27.275,37,11.0014,114,175,289
3296,2011-08-07 06:00:00,3,0,0,1,28.7,33.335,89,11.0014,3,10,13
3534,2011-08-17 04:00:00,3,0,1,1,26.24,30.305,73,0.0,0,5,5
3729,2011-09-06 08:00:00,3,0,1,3,22.14,25.76,83,26.0027,15,349,364
9350,2012-09-12 23:00:00,3,0,1,1,22.96,26.515,68,7.0015,16,111,127
1181,2011-03-13 22:00:00,1,0,0,1,12.3,13.635,56,22.0028,8,29,37
1375,2011-04-03 04:00:00,2,0,0,1,11.48,15.15,70,6.0032,3,0,3
10101,2012-11-06 06:00:00,4,0,1,1,9.02,11.365,69,8.9981,6,143,149
6913,2012-04-06 09:00:00,2,0,1,1,13.94,15.15,42,22.0028,58,318,376
626,2011-02-09 07:00:00,1,0,1,1,2.46,5.305,49,7.0015,4,95,99
4758,2011-11-11 08:00:00,4,1,0,1,12.3,13.635,42,23.9994,9,249,258
2112,2011-05-14 22:00:00,2,0,0,3,22.14,25.76,94,11.0014,7,19,26
6947,2012-04-07 19:00:00,2,0,0,1,22.14,25.76,16,22.0028,170,243,413
4852,2011-11-15 06:00:00,4,0,1,2,22.96,26.515,64,6.0032,4,104,108
7823,2012-06-06 08:00:00,2,0,1,1,22.14,25.76,68,0.0,31,637,668
7413,2012-05-08 06:00:00,2,0,1,1,20.5,24.24,77,19.9995,7,158,165
4180,2011-10-06 05:00:00,4,0,1,1,17.22,21.21,62,12.998,0,24,24
8270,2012-07-05 23:00:00,3,0,1,1,32.8,37.88,55,11.0014,32,99,131
9806,2012-10-12 23:00:00,4,0,1,1,14.76,17.425,57,12.998,11,89,100
1462,2011-04-06 19:00:00,2,0,1,1,20.5,24.24,31,19.9995,36,196,232
2887,2011-07-09 05:00:00,3,0,0,2,25.42,28.03,88,11.0014,4,11,15
5267,2011-12-13 13:00:00,4,0,1,1,16.4,20.455,37,22.0028,7,120,127
684,2011-02-11 20:00:00,1,0,1,1,9.02,11.365,55,8.9981,2,61,63
4539,2011-11-02 05:00:00,4,0,1,1,12.3,16.665,81,0.0,0,27,27
4514,2011-11-01 04:00:00,4,0,1,1,13.94,15.91,81,15.0013,1,7,8
8397,2012-07-11 06:00:00,3,0,1,1,26.24,28.79,89,8.9981,17,168,185
8591,2012-07-19 08:00:00,3,0,1,1,31.16,35.605,58,16.9979,32,625,657
1366,2011-04-02 19:00:00,2,0,0,1,14.76,16.665,53,23.9994,71,77,148
3916,2011-09-14 05:00:00,3,0,1,1,23.78,27.275,88,7.0015,1,30,31
10674,2012-12-11 04:00:00,4,0,1,2,13.94,15.91,76,19.0012,0,8,8
2639,2011-06-17 21:00:00,2,0,1,1,26.24,29.545,78,6.0032,49,159,208
10307,2012-11-14 21:00:00,4,0,1,1,12.3,16.665,56,0.0,5,208,213
9849,2012-10-14 18:00:00,4,0,0,1,23.78,27.275,60,16.9979,134,319,453
6963,2012-04-08 11:00:00,2,0,0,1,20.5,24.24,25,19.0012,195,209,404
2300,2011-06-03 18:00:00,2,0,1,1,28.7,31.82,24,19.9995,76,488,564
4787,2011-11-12 13:00:00,4,0,0,1,19.68,23.485,36,19.0012,128,225,353
2938,2011-07-11 08:00:00,3,0,1,1,30.34,34.85,66,19.0012,35,385,420
10784,2012-12-15 18:00:00,4,0,0,1,15.58,19.695,58,11.0014,40,232,272
9438,2012-09-16 15:00:00,3,0,0,1,26.24,31.06,41,11.0014,215,342,557
6467,2012-03-06 17:00:00,1,0,1,1,14.76,16.665,34,19.0012,21,425,446
1979,2011-05-09 09:00:00,2,0,1,1,22.14,25.76,56,11.0014,36,142,178
3803,2011-09-09 11:00:00,3,0,1,2,25.42,27.275,94,0.0,6,66,72
4534,2011-11-02 00:00:00,4,0,1,1,13.12,17.425,87,0.0,0,19,19
5414,2011-12-19 16:00:00,4,0,1,1,16.4,20.455,40,16.9979,19,189,208
5174,2011-12-09 16:00:00,4,0,1,1,14.76,17.425,62,8.9981,24,226,250
6111,2012-02-10 21:00:00,1,0,1,2,13.12,16.665,66,6.0032,14,108,122
5655,2012-01-10 19:00:00,1,0,1,1,15.58,19.695,46,7.0015,11,270,281
8186,2012-07-02 11:00:00,3,0,1,1,34.44,36.365,28,19.9995,67,134,201
4800,2011-11-13 02:00:00,4,0,0,1,14.76,18.18,57,7.0015,9,48,57
2280,2011-06-02 22:00:00,2,0,1,1,26.24,31.06,33,16.9979,14,141,155
5362,2011-12-17 12:00:00,4,0,0,2,11.48,12.88,45,19.0012,28,216,244
4950,2011-11-19 08:00:00,4,0,0,1,10.66,12.12,56,16.9979,12,80,92
4469,2011-10-18 06:00:00,4,0,1,1,18.86,22.725,82,6.0032,4,105,109
7961,2012-06-12 02:00:00,2,0,1,2,27.88,31.82,65,12.998,0,6,6
4130,2011-10-04 03:00:00,4,0,1,1,16.4,20.455,82,7.0015,3,3,6
7238,2012-04-19 23:00:00,2,0,1,1,20.5,24.24,63,7.0015,20,124,144
10678,2012-12-11 08:00:00,4,0,1,2,13.94,15.15,61,19.9995,16,708,724
1784,2011-05-01 06:00:00,2,0,0,2,16.4,20.455,82,6.0032,4,9,13
3182,2011-08-02 12:00:00,3,0,1,1,35.26,37.12,30,19.0012,45,112,157
494,2011-02-03 17:00:00,1,0,1,1,8.2,9.85,40,12.998,5,170,175
5326,2011-12-16 00:00:00,4,0,1,1,20.5,24.24,72,22.0028,12,60,72
8482,2012-07-14 19:00:00,3,0,0,1,29.52,35.605,84,6.0032,156,275,431
8092,2012-06-17 13:00:00,2,0,0,1,26.24,31.06,53,11.0014,267,347,614
2860,2011-07-08 02:00:00,3,0,1,2,28.7,33.335,74,11.0014,10,12,22
7212,2012-04-18 21:00:00,2,0,1,2,17.22,21.21,82,6.0032,24,165,189
4041,2011-09-19 10:00:00,3,0,1,2,22.96,26.515,64,8.9981,21,84,105
8380,2012-07-10 13:00:00,3,0,1,1,33.62,36.365,38,12.998,77,203,280
2897,2011-07-09 15:00:00,3,0,0,1,34.44,36.365,34,6.0032,182,220,402
366,2011-01-16 18:00:00,1,0,0,1,8.2,10.605,40,11.0014,11,56,67
849,2011-02-18 20:00:00,1,0,1,1,24.6,31.06,31,12.998,19,105,124
6211,2012-02-15 01:00:00,1,0,1,1,13.94,18.18,53,0.0,0,5,5
5284,2011-12-14 06:00:00,4,0,1,2,10.66,15.15,87,0.0,0,87,87
6413,2012-03-04 11:00:00,1,0,0,1,13.12,14.395,45,26.0027,64,192,256
5138,2011-12-08 04:00:00,4,0,1,2,9.84,9.85,60,31.0009,0,2,2
2653,2011-06-18 11:00:00,2,0,0,1,29.52,34.09,62,8.9981,134,270,404
3503,2011-08-15 21:00:00,3,0,1,1,27.06,31.06,65,12.998,34,150,184
1541,2011-04-10 02:00:00,2,0,0,2,15.58,19.695,87,6.0032,12,24,36
4972,2011-12-01 06:00:00,4,0,1,1,9.84,10.605,65,19.0012,5,92,97
9668,2012-10-07 05:00:00,4,0,0,2,18.04,21.97,54,8.9981,2,8,10
322,2011-01-14 22:00:00,1,0,1,2,6.56,11.365,69,0.0,2,34,36
2031,2011-05-11 13:00:00,2,0,1,1,25.42,31.06,50,0.0,36,157,193
813,2011-02-17 08:00:00,1,0,1,1,13.12,16.665,57,6.0032,18,267,285
2528,2011-06-13 06:00:00,2,0,1,1,22.14,25.76,64,27.9993,7,98,105
10214,2012-11-11 00:00:00,4,0,0,1,13.94,17.425,81,6.0032,14,110,124
5331,2011-12-16 05:00:00,4,0,1,1,19.68,23.485,44,26.0027,0,26,26
10021,2012-11-02 22:00:00,4,0,1,1,14.76,16.665,46,16.9979,14,135,149
1079,2011-03-09 12:00:00,1,0,1,2,13.12,15.15,76,16.9979,14,84,98
2226,2011-05-19 16:00:00,2,0,1,1,23.78,27.275,64,12.998,55,247,302
9956,2012-10-19 05:00:00,4,0,1,2,22.14,25.76,88,0.0,1,35,36
8805,2012-08-09 06:00:00,3,0,1,1,27.06,30.305,83,11.0014,5,162,167
2705,2011-07-01 15:00:00,3,0,1,1,33.62,34.85,21,16.9979,82,299,381
8145,2012-06-19 18:00:00,2,0,1,1,32.8,37.88,55,11.0014,91,704,795
5079,2011-12-05 17:00:00,4,0,1,1,17.22,21.21,77,0.0,16,430,446
1164,2011-03-13 05:00:00,1,0,0,1,14.76,17.425,62,8.9981,0,3,3
3261,2011-08-05 19:00:00,3,0,1,1,30.34,34.09,55,16.9979,90,282,372
8987,2012-08-16 20:00:00,3,0,1,1,31.16,34.09,40,6.0032,100,414,514
1450,2011-04-06 07:00:00,2,0,1,1,10.66,13.635,65,7.0015,3,130,133
4229,2011-10-08 06:00:00,4,0,0,1,17.22,21.21,94,0.0,6,16,22
3862,2011-09-11 22:00:00,3,0,0,1,25.42,30.305,69,26.0027,21,74,95
9007,2012-08-17 16:00:00,3,0,1,2,34.44,12.12,32,30.0026,116,372,488
8817,2012-08-09 18:00:00,3,0,1,2,33.62,37.88,46,16.9979,78,733,811
3917,2011-09-14 06:00:00,3,0,1,1,23.78,27.275,88,7.0015,7,138,145
6487,2012-03-07 13:00:00,1,0,1,1,20.5,24.24,34,27.9993,26,179,205
8896,2012-08-13 01:00:00,3,0,1,1,27.06,31.06,65,6.0032,3,11,14
10287,2012-11-14 01:00:00,4,0,1,1,9.84,10.605,60,19.9995,2,10,12
10150,2012-11-08 08:00:00,4,0,1,1,12.3,14.395,33,19.0012,16,652,668
5371,2011-12-17 21:00:00,4,0,0,1,8.2,10.605,75,11.0014,8,88,96
4056,2011-10-01 01:00:00,4,0,0,1,19.68,23.485,67,22.0028,11,47,58
10361,2012-11-17 03:00:00,4,0,0,1,10.66,12.88,65,12.998,2,19,21
2999,2011-07-13 21:00:00,3,0,1,1,28.7,33.335,79,7.0015,56,194,250
9836,2012-10-14 05:00:00,4,0,0,1,16.4,20.455,82,12.998,5,6,11
1231,2011-03-16 03:00:00,1,0,1,2,11.48,13.635,100,15.0013,1,2,3
1514,2011-04-08 23:00:00,2,0,1,2,12.3,14.395,93,15.0013,4,31,35
2313,2011-06-04 07:00:00,2,0,0,1,22.96,26.515,56,0.0,27,60,87
1451,2011-04-06 08:00:00,2,0,1,1,13.12,15.15,61,15.0013,17,308,325
10487,2012-12-03 09:00:00,4,0,1,1,16.4,20.455,87,6.0032,19,289,308
6848,2012-04-03 16:00:00,2,0,1,1,25.42,30.305,21,11.0014,145,340,485
9295,2012-09-10 16:00:00,3,0,1,1,27.06,31.06,34,22.0028,108,380,488
4321,2011-10-12 02:00:00,4,0,1,2,22.96,26.515,83,19.0012,0,2,2
6700,2012-03-16 11:00:00,1,0,1,2,18.04,21.97,77,0.0,40,167,207
838,2011-02-18 09:00:00,1,0,1,2,17.22,21.21,77,12.998,15,154,169
10791,2012-12-16 01:00:00,4,0,0,3,13.94,17.425,76,7.0015,14,82,96
5521,2012-01-05 04:00:00,1,0,1,2,8.2,11.365,59,6.0032,0,5,5
7655,2012-05-18 08:00:00,2,0,1,1,21.32,25.0,59,8.9981,49,696,745
9262,2012-09-09 07:00:00,3,0,0,1,22.14,25.76,73,11.0014,20,50,70
3567,2011-08-18 13:00:00,3,0,1,1,32.8,37.12,52,23.9994,33,154,187
10093,2012-11-05 22:00:00,4,0,1,1,11.48,13.635,56,12.998,4,111,115
3087,2011-07-17 13:00:00,3,0,0,1,32.8,37.12,49,19.9995,200,272,472
9423,2012-09-16 00:00:00,3,0,0,1,22.14,25.76,64,0.0,28,123,151
6973,2012-04-08 21:00:00,2,0,0,1,21.32,25.0,34,15.0013,53,77,130
4692,2011-11-08 14:00:00,4,0,1,1,22.96,26.515,46,7.0015,32,129,161
1714,2011-04-17 08:00:00,2,0,0,1,15.58,19.695,46,26.0027,7,36,43
4270,2011-10-09 23:00:00,4,0,0,1,20.5,24.24,88,7.0015,38,85,123
339,2011-01-15 15:00:00,1,0,0,2,13.12,15.91,36,12.998,21,108,129
8038,2012-06-15 07:00:00,2,0,1,1,22.96,26.515,83,11.0014,17,413,430
10658,2012-12-10 12:00:00,4,0,1,3,18.04,21.97,100,15.0013,23,150,173
6126,2012-02-11 12:00:00,1,0,0,2,10.66,12.88,81,11.0014,25,196,221
8880,2012-08-12 09:00:00,3,0,0,1,28.7,32.575,48,15.0013,64,153,217
5870,2012-01-19 19:00:00,1,0,1,2,10.66,11.365,48,19.9995,5,229,234
588,2011-02-07 16:00:00,1,0,1,2,14.76,17.425,57,8.9981,16,98,114
3365,2011-08-10 03:00:00,3,0,1,1,28.7,32.575,58,11.0014,1,3,4
2670,2011-06-19 04:00:00,2,0,0,2,27.06,31.06,74,8.9981,7,10,17
3589,2011-08-19 11:00:00,3,0,1,2,29.52,34.09,66,6.0032,45,120,165
34,2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70
28,2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,2,1,3
2395,2011-06-07 17:00:00,2,0,1,1,32.8,36.365,43,16.9979,64,475,539
7468,2012-05-10 13:00:00,2,0,1,1,22.14,25.76,39,30.0026,90,228,318
5481,2012-01-03 12:00:00,1,0,1,1,7.38,6.82,37,35.0008,4,70,74
2170,2011-05-17 08:00:00,2,0,1,2,21.32,25.0,94,19.9995,22,325,347
9300,2012-09-10 21:00:00,3,0,1,1,22.96,26.515,49,11.0014,29,256,285
5577,2012-01-07 12:00:00,1,0,0,1,16.4,20.455,43,15.0013,100,276,376
889,2011-03-01 12:00:00,1,0,1,1,12.3,15.15,39,8.9981,6,80,86
7757,2012-06-03 14:00:00,2,0,0,1,27.88,31.82,36,22.0028,267,411,678
3322,2011-08-08 08:00:00,3,0,1,1,30.34,34.09,58,22.0028,29,320,349
10235,2012-11-11 21:00:00,4,0,0,1,18.04,21.97,67,15.0013,44,127,171
3514,2011-08-16 08:00:00,3,0,1,1,28.7,32.575,58,30.0026,24,417,441
5281,2011-12-14 03:00:00,4,0,1,1,11.48,15.91,65,0.0,0,3,3
9374,2012-09-13 23:00:00,3,0,1,1,23.78,27.275,73,7.0015,33,137,170
6998,2012-04-09 22:00:00,2,0,1,2,18.86,22.725,41,32.9975,6,102,108
3733,2011-09-06 12:00:00,3,0,1,3,22.14,25.76,83,26.0027,16,51,67
10006,2012-11-02 07:00:00,4,0,1,2,12.3,15.15,70,8.9981,8,349,357
10312,2012-11-15 02:00:00,4,0,1,2,10.66,12.88,70,11.0014,0,7,7
8318,2012-07-07 23:00:00,3,0,0,1,34.44,40.91,56,11.0014,34,114,148
4528,2011-11-01 18:00:00,4,0,1,1,17.22,21.21,58,7.0015,39,421,460
1654,2011-04-14 20:00:00,2,0,1,1,20.5,24.24,51,12.998,22,147,169
6326,2012-02-19 20:00:00,1,0,0,2,12.3,14.395,52,19.0012,22,81,103
6023,2012-02-07 05:00:00,1,0,1,1,13.12,16.665,49,6.0032,0,15,15
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,47,47
9403,2012-09-15 04:00:00,3,0,0,2,24.6,29.545,69,23.9994,3,3,6
8898,2012-08-13 03:00:00,3,0,1,1,26.24,30.305,69,0.0,1,5,6
4239,2011-10-08 16:00:00,4,0,0,1,26.24,31.06,44,6.0032,221,230,451
1590,2011-04-12 04:00:00,2,0,1,2,22.96,26.515,64,8.9981,4,2,6
7143,2012-04-16 00:00:00,2,1,0,1,26.24,31.06,53,22.0028,15,26,41
3256,2011-08-05 14:00:00,3,0,1,2,31.98,35.605,52,16.9979,81,164,245
8277,2012-07-06 06:00:00,3,0,1,1,30.34,34.85,66,12.998,4,127,131
9091,2012-09-02 04:00:00,3,0,0,1,27.06,29.545,89,0.0,7,15,22
2181,2011-05-17 19:00:00,2,0,1,1,24.6,29.545,69,16.9979,51,298,349
5988,2012-02-05 17:00:00,1,0,0,1,13.12,15.91,53,11.0014,31,275,306
8759,2012-08-07 08:00:00,3,0,1,2,28.7,32.575,70,11.0014,41,664,705
10417,2012-11-19 11:00:00,4,0,1,2,15.58,19.695,66,16.9979,33,164,197
7880,2012-06-08 17:00:00,2,0,1,1,31.16,33.335,29,12.998,114,679,793
8102,2012-06-17 23:00:00,2,0,0,1,23.78,27.275,64,12.998,29,79,108
4817,2011-11-13 19:00:00,4,0,0,1,20.5,24.24,29,23.9994,36,121,157
5730,2012-01-13 22:00:00,1,0,1,1,8.2,9.09,47,22.0028,7,58,65
5402,2011-12-19 04:00:00,4,0,1,1,6.56,9.09,86,8.9981,0,4,4
1209,2011-03-15 04:00:00,1,0,1,1,9.84,12.88,75,6.0032,1,1,2
421,2011-01-19 14:00:00,1,0,1,1,16.4,20.455,58,16.9979,7,68,75
9530,2012-10-01 11:00:00,4,0,1,1,23.78,27.275,46,0.0,76,196,272
1706,2011-04-17 00:00:00,2,0,0,2,18.04,21.97,77,19.0012,4,29,33
